Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
9973,192.168.3.29-8.8.8.8-42161-53-17,113.206.179.120,56186,192.168.3.29,9029,6,17/07/2019 03:20:29 pm,253736,89,75,8241.0,47351.0,107.0,0.0,105.28116024631657,36.1757759568196,480.0,0.0,441.355311958955,81.73905805040035,199433.5870309368,442.7595982428229,9624.499849292486,2338.022101308251,48736.0,-28138.0,13801613.0,4700.819422376812,3051.135341755419,21813.0,6173.0,50594.0,8359.976799006117,718.5011833436843,42655.0,0.0,0,0,0,0,2335,2317,267.66526018425446,423.09100523749623,0.0,309.0,310.2704600303342,220.2768502564551,59619.47801769169,0,1,0,0,0,0,0,0,1.0,221.40553154094155,101.3939811389634,460.27058937974004,0,0,0,0,0,0,36,8951,70,59490,-1,179,74,0,0.0,540.2996316183171,8706.0,4399.0,0.0,0.0,19803.0,24727.0,directory bruteforce,establish foothold
4980,192.168.3.29-8.8.8.8-43059-53-17,192.168.3.29,491,23.219.38.65,26,6,19/07/2019 09:22:33 pm,126204,39,1,6646.0,507.0,0.0,0.0,0.3231368052935731,0.0,8.0,0.0,5.17623256440373,0.0,6904.740492762731,86.25465067173248,10432.110930580951,0.0,17162.0,4964.0,122438.0,0.0,0.0,417.0,-11532.0,0.0,17096.554541472917,297.6609329551843,13651.0,5066.0,0,0,0,0,551,181,0.0,162.67139376008626,0.0,0.0,2.820865589450535,0.48637497202394187,1528.6852003226913,0,0,0,0,0,0,0,0,0.0,10.531836420181627,0.0,4.310946253064277,0,0,0,0,0,0,14,1424,1,525,-1,-1,0,0,0.0,0.0,1195.0,0.0,0.0,1304.8501136272348,2854.0,1039.0,benign,benign
7464,192.168.3.29-206.207.50.50-80-48168-6,172.217.11.163,42626,192.168.3.29,9032,6,18/07/2019 06:06:29 pm,87432422,26,2,3146.0,1532.0,2039.0,0.0,869.9271515462035,126.22776188575898,3013.0,0.0,268.4362683253658,575.1874445292193,2907.4601761951367,184.6385123540385,5880138.107282642,11640604.420704888,35241592.0,-14377.0,85632951.0,15095028.708303537,15807039.988079714,34796675.0,8912.0,85883678.0,166693.63739904226,15801654.532373438,35263071.0,2708.0,0,1,0,0,0,107,0.0,49.71803457294969,0.0,1376.0,889.0638033854523,948.1274098738926,720420.7919302824,0,1,0,1,1,0,0,0,1.0,237.4410868857664,849.1978883854985,274.38951899009925,0,0,0,0,0,0,6,6133,1,4499,-1,1886,3,0,2640.388180535477,2152.2145418976716,11016.0,2287.0,29174068.93045703,5613749.223800755,34980052.0,0.0,normal,establish foothold
9821,192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.29,8161,172.217.11.86,274,6,19/07/2019 02:39:11 pm,61552425,7,7,0.0,2186.0,764.0,0.0,36.77447735907279,60.77310560657798,6744.0,0.0,79.83498629352124,88.67837142060499,0.0,0.025000000625,3575869.2326750625,12840822.316010693,10260755.0,-7613.0,68727.0,7833612.090085972,5767595.112491367,39291338.0,-181.0,58765061.0,5634054.774106856,21890799.8935717,60878921.0,5130.0,0,1,0,0,945,387,0.0,0.00833333354167,0.0,76.0,54.74285482312759,230.82994482998203,31741.022841166512,0,1,0,0,1,0,0,0,1.0,234.26433347585623,33.74188715363478,57.962538827859404,0,0,0,0,0,0,0,2104,1,2875,-1,190,0,0,344243.6905488996,42472.54318803734,7055244.0,91550.0,18118396.062816627,10799884.659981832,10311919.0,6437114.0,benign,benign
8184,192.168.3.29-23.62.236.171-58360-80-6,206.207.50.50,41336,192.168.3.29,8974,6,19/07/2019 01:10:29 pm,53436,0,24,6041.0,0.0,133.0,0.0,0.0,124.4266443996392,371.0,0.0,28.508115275428533,0.0,129581.16882556451,5561.815165607969,4.0,0.0,4.0,-9398.0,119523.0,0.0,0.0,10469.0,-7774.0,0.0,2209.5562366770023,0.0,28045.0,0.0,0,0,0,0,0,1087,2341.124001110278,19523.92535320203,0.0,0.0,2.432730265404415,11.978792617720387,38283.954652338834,0,1,0,0,1,0,0,0,2.0,0.0,0.0,204.91013630522724,0,0,0,0,0,0,4,3400,8,1795,-1,34,43,0,0.0,0.0,3034.0,0.0,0.0,0.0,4409.0,2150.0,network scan,reconnaissance
29241,172.217.14.78-192.168.3.29-443-50900-6,192.168.3.29,34717,8.8.8.8,18,17,16/07/2019 03:17:22 pm,91956,0,1,0.0,51.0,77.0,43.0,42.36035353227409,0.0,745.0,45.0,98.0145640831816,109.08621354255166,25023.45090076759,211.20561738698854,18382.45490979585,12890.116098704933,24569.0,-31533.0,39531.0,27640.21706130303,0.0,0.0,-11566.0,0.0,25979.698335205514,21476.882941941487,61432.0,5270.0,0,0,0,0,0,180,24.738270608521248,160.36488174914135,44.0,65.0,99.96327889292613,267.4779145586971,24089.549022069546,0,0,0,0,0,0,0,0,3.0,93.12620807849241,41.9663869682988,99.47669062842098,0,0,0,0,0,0,0,0,1,1415,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21299.0,0.0,benign,benign
9389,192.168.3.29-192.168.3.34-9002-40112-6,192.112.36.4,43195,192.168.3.29,14,6,18/07/2019 07:48:05 pm,9712352,112,99,18347.0,48254.0,596.0,0.0,128.36423151897992,103.11638260433926,739.0,0.0,1028.8105369123289,101.55936711440089,8044.022443068015,471.33754762590354,318126.7170735545,1734236.2051299603,10445999.0,-41260.0,11855566.0,425211.12676132936,780769.8839540695,10393625.0,-16877.0,116525406.0,4799857.794034501,2276908.06691079,6922909.0,2917.0,0,0,0,0,3177,3523,0.0,234.35576724674598,0.0,2900.0,357.97923614809696,765.1678123627961,2933936.5460447716,0,1,0,0,0,0,0,0,1.0,361.08640607124045,131.1631368762973,580.1401370130196,0,0,0,0,0,0,129,16788,74,71299,-1,235,81,0,0.0,4182.71462787604,13853.0,4276.0,4880792.720298317,0.0,6929140.0,6651506.0,normal,establish foothold
8256,192.168.3.29-8.8.8.8-52936-53-17,192.168.3.29,7812,23.62.236.8,49913,6,17/07/2019 05:06:09 pm,55825,7,14,0.0,0.0,16.0,0.0,40.88446187921565,0.0,55.0,0.0,48.249156636435615,5.570804315513757,3040.0073630809998,70.19246993840024,12617.811981471943,5028.8638148123555,30874.0,-12581.0,82554.0,0.0,4314.0184355833135,0.0,916.0,0.0,10709.76677590816,7176.306074254939,28168.0,1231.0,0,0,0,0,0,124,0.6108360823645036,232.7500319213852,0.0,9.0,51.26532613024756,23.238081849706518,0.0,0,1,0,0,0,0,0,0,1.0,38.453503700169456,22.5424890301648,46.27181796847975,0,0,0,0,0,0,1,2866,1,0,-1,-1,0,0,0.0,0.0,2608.0,72923.0,0.0,91.94606202841777,17048.0,21421.0,normal,benign
17078,184.98.36.245-192.168.3.29-48019-9000-6,52.53.40.23,48342,192.168.3.29,9016,6,16/07/2019 07:21:14 pm,187695,2,12,0.0,0.0,150.0,0.0,114.0971921871089,186.8994236509619,1233.0,0.0,242.36408637616069,290.8406375768685,181776.61250613668,578.622448656215,4.0,0.0,13714.0,-30633.0,163267.0,31690.017000985616,0.0,0.0,-6518.0,0.0,11444.607931404898,4424.036926153363,38120.0,0.0,0,0,0,0,0,968,458.4177161020373,336.48743726906923,0.0,1046.0,197.77672604911555,589.9908307672952,52781.54454819813,0,1,0,0,0,0,0,0,1.0,219.87623030248113,116.14260858200375,230.287792937064,0,0,0,0,0,0,0,1734,1,2889,-1,53,43,0,0.0,0.0,0.0,0.0,0.0,1709.540665662317,2475.0,4076.0,network scan,reconnaissance
4424,192.168.3.29-192.168.3.30-47444-3306-6,192.168.3.29,48256,8.8.8.8,58,17,18/07/2019 02:55:58 pm,41873,24,1,0.0,0.0,13.0,0.0,0.0,0.0,58.0,0.0,45.07469388962143,8.832711943508574,10938.799290012257,156.17434326231967,3505.281076275817,3021.70174525533,28740.0,-11291.0,52896.0,0.0,0.0,0.0,-12026.0,0.0,12703.134168172324,0.0,22815.0,1186.0,0,0,0,0,0,0,0.0,78.50792111665686,44.0,0.0,77.38199275447464,3.5168442802033972,11884.106174919043,0,0,0,0,0,0,0,0,3.0,0.0,35.65823871201046,24.692548851996563,0,0,0,0,0,0,10,0,1,138,-1,0,0,0,0.0,0.0,3815.0,0.0,0.0,0.0,5935.0,0.0,normal,benign
3046,192.168.3.29-8.8.8.8-33830-53-17,35.244.179.255,41223,192.168.3.31,275,6,17/07/2019 07:32:41 pm,84735439,0,29,7037.0,4369.0,2002.0,0.0,874.4055950570668,1057.0407733666304,3356.0,0.0,365.10536570093427,1069.467400334207,1788.742263112697,0.025000000625,3374001.2879020097,12101065.293732697,35853031.0,-16288.0,110079119.0,7245390.217925,11425192.233893005,10545368.0,13338.0,79966899.0,12235862.016038442,10775254.18044833,36055510.0,2435.0,0,1,0,0,23,754,0.0,0.00833333354167,0.0,3990.0,694.7073451717819,1127.369102122315,994376.5968369528,0,1,0,1,0,0,0,0,1.0,728.351585502529,862.8095449358466,1058.6742411534842,0,0,0,0,0,0,0,6310,1,7392,-1,1153,0,0,290383.9552210297,69318.18296509859,10506342.0,7207.0,9756794.193449346,11203328.001973597,35347927.0,7510529.0,normal,benign
7604,192.168.3.30-192.168.101.125-39432-42100-6,192.168.3.29,34985,8.8.8.8,153,17,16/07/2019 06:10:36 pm,82954,10,1,0.0,222.0,20.0,45.0,49.94663881790143,0.0,89.0,46.0,45.93842514275748,14.60250984299677,17146.133888008866,0.025000000625,4.0,6004.574191249003,37877.0,-2966.0,61775.0,0.0,0.0,1808.0,-11261.0,0.0,17970.682715981602,8814.19776760873,42955.0,2289.0,0,0,0,0,0,141,0.0,79.21211420864377,45.0,41.0,82.75250411340537,25.878126731189134,1524.7387098385425,0,0,0,0,0,0,0,0,3.0,45.24453797563207,0.14100846966717928,47.81001311036903,0,0,0,0,0,0,0,0,1,1809,-1,-1,0,0,0.0,0.0,12673.0,2011.0,0.0,0.0,45697.0,19154.0,normal,benign
7766,192.168.3.29-8.8.8.8-50753-53-17,192.168.3.29,57865,192.168.3.30,1455,6,18/07/2019 09:30:27 pm,15542,10,19,5499.0,0.0,0.0,0.0,0.5148159000730669,0.0,0.0,0.0,0.0,0.0,0.0,123708.72984524739,4.0,3344.331193206881,4.0,5680.0,140244.0,0.0,0.0,21.0,-14845.0,0.0,2041.7964816327376,0.0,34877.0,0.0,0,0,0,0,112,854,0.0,146663.72031490903,0.0,0.0,0.21500444126036922,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,37,3832,4,253,-1,-1,0,0,0.0,0.0,5478.0,0.0,0.0,0.0,19563.0,33631.0,account discovery,lateral movement
6630,192.168.3.29-8.8.8.8-42836-53-17,0.87.248.248,53457,192.30.253.112,8870,17,19/07/2019 06:45:01 pm,118929,28,1,0.0,0.0,56.0,46.0,48.0040573824941,0.0,135.0,47.0,55.141601637273475,15.595410760895646,11295.146546391808,0.025000000625,4483.873862638891,7920.089673300348,55039.0,-21574.0,0.0,1772.521886654888,5162.754719628561,19852102.0,-17757.0,0.0,19770.36823030349,14014.52233643078,48550.0,4676.0,0,0,0,0,0,251,11.437270018022376,24.877422645618054,47.0,64.0,65.83836027756938,27.847028229258854,32753.22159023272,0,0,0,0,0,0,0,0,3.0,22.39678338639856,45.09411562435511,61.96299286491229,0,0,0,0,0,0,38,0,1,2337,-1,-1,0,0,649681.7136678043,2391.729483581071,1139.0,0.0,13531593.692755839,4514360.620521319,38585.0,20243.0,normal,benign
8051,192.168.3.29-54.193.63.214-47322-443-6,192.168.3.29,34632,8.8.8.8,0,17,15/07/2019 02:27:43 pm,81987,22,1,8225.0,844.0,74.0,50.0,65.31789615892858,0.5082052209897829,539.0,50.0,389.1282645155124,9.872662418653327,26337.40861797845,351.87641715826953,4.0,13108.440708101265,27964.0,-20449.0,0.0,28718.462616988916,0.0,0.0,-15595.0,0.0,30811.965564649297,15345.795714682514,72489.0,6583.0,0,0,0,0,0,125,38.39494987834945,284.8188132143274,58.0,215.0,120.09594970292267,24.549661568140564,59307.680691065245,0,0,0,0,0,0,0,0,3.0,233.6664212398465,51.78837442535939,384.94402238042676,0,0,0,0,0,0,0,11954,1,398,-1,-1,0,0,0.0,0.0,6200.0,0.0,0.0,0.0,20142.0,19100.0,normal,benign
2215,192.168.3.29-206.207.50.50-9003-52872-6,192.168.3.29,54489,192.168.3.30,3588,6,18/07/2019 08:26:14 pm,4,0,1,1392.0,714.0,14.0,0.0,0.7307772026090007,0.0,25.0,0.0,13.052751644383019,0.0,1863.972726378116,74491.47435797872,4.0,1396.6337344438352,8900.0,-2972.0,0.0,0.0,2561.987956402162,0.0,-25878.0,0.0,6400.675707711909,2658.0191995363703,36759.0,3510.0,0,0,0,0,0,0,35.83356279878412,13944.947657402434,0.0,0.0,2.992645955374466,7.786314384482225,4015.4345517267043,0,1,0,0,0,0,0,0,2.0,8.398695936984648,0.7602856917147246,0.0,0,0,0,0,0,0,8,1516,1,1607,-1,229,0,0,0.0,0.0,6326.0,2458.0,0.0,0.0,17826.0,25053.0,normal,benign
3319,255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,131,239.2.11.71,0,17,17/07/2019 03:19:17 pm,119999999,228,1,28546.0,0.0,356.0,287.0,340.43599240280975,2.6058462709682106,477.0,290.0,254.988923790949,0.0,0.0,0.025000000625,1180908.8610394008,1860086.0228731467,2934429.0,8231.0,119999940.0,977552.6643839485,1389389.2107025688,1630346.0,1327754.0,0.0,7977.891015692538,4902.867025872924,39756.0,629.0,0,0,0,0,0,677,0.0,0.00833333354167,285.0,49.0,375.327401268929,16.985678141023214,40889.86861937337,0,0,0,0,0,0,0,0,0.0,340.90011190651956,249.95106469385652,306.1926007528673,0,0,0,0,0,0,228,25703,1,2404,-1,-1,58,0,16765325.245159598,8618690.762502259,23560584.0,21089198.0,5417211.297727827,612.3990360568393,6640821.0,7009438.0,normal,benign
9214,192.168.3.29-8.8.8.8-35571-53-17,192.168.3.29,53871,192.168.3.1,56,6,15/07/2019 06:40:06 pm,4,0,18,3510.0,636.0,22.0,0.0,44.7728091285654,0.0,61.0,46.0,27.61282971387483,1.4970876678556708,6635.8251777818605,256.5949201816071,4.0,6747.262342977277,360.0,-3142.0,0.0,14665.80324560704,0.0,12946.0,-12133.0,0.0,17501.229959928154,8769.399287838185,38259.0,2647.0,0,0,0,0,71,241,24.65468168667504,154.18313600417702,39.0,0.0,63.08639817049372,11.01559706949424,0.0,0,1,0,0,0,0,0,0,0.0,20.60996544836361,42.94503533185323,15.127930886674982,0,0,0,0,0,0,6,1828,2,0,-1,-1,9,0,0.0,0.0,3804.0,0.0,1779.9829438642748,1306.0772887940213,34414.0,8125.0,network scan,benign
3104,192.168.3.29-8.8.8.8-34661-53-17,206.207.50.50,46151,192.168.3.29,8863,6,16/07/2019 01:22:28 pm,9177241,0,7,7605.0,0.0,200.0,0.0,317.44570893771413,99.65675126897213,487.0,0.0,331.3699265875109,194.2574057716478,5691.787428358008,123.1517257413706,4.0,1689103.0042076106,4276785.0,-7617.0,21715408.0,39090.807863277754,0.0,0.0,18680.0,2750006.0,177063.25806420203,12812.605254347478,3690191.0,1852.0,0,0,0,0,0,452,0.0,119.64026195917602,0.0,1425.0,214.56485992004423,655.0270011621839,301468.21894936624,0,1,0,0,0,0,0,0,1.0,179.96325146495678,286.70592473290515,315.33410358762757,0,0,0,0,0,0,0,7640,2,4111,-1,72,0,0,0.0,375.43293520036457,4879.0,0.0,0.0,1459.0029406138674,2445.0,26351.0,network scan,reconnaissance
7412,184.98.36.245-192.168.3.29-20297-9000-6,0.87.248.248,47660,65.158.122.50,36732,6,18/07/2019 01:08:58 pm,81196,0,10,580.0,0.0,0.0,0.0,0.7630807209854198,0.25438445092243694,0.0,0.0,0.0,0.0,0.0,69708.50223787985,4.0,0.0,4.0,-17804.0,0.0,0.0,0.0,0.0,-28401.0,0.0,9049.016610120343,0.0,26776.0,958.0,0,0,0,0,0,0,6927.425283296059,48623.5029480439,0.0,0.0,3.6202315251585837,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,966,1,86,-1,8,0,0,0.0,0.0,4030.0,0.0,0.0,0.0,33875.0,22629.0,normal,benign
